StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-03-30 13:58:59,2017-03-30 14:00:16,IP Address,,1,74.114.36.65,100,77,True,2017-03-30 14:00:16,R_22o7yugxviD73oP,,,,,38.783905029297,-90.481201171875,anonymous,8,"Friends,Spouse / significant other,Colleagues","Appetizer,Main course","Water,Non-alcoholic beverages",15,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,,,,,26,0,39
2017-03-30 13:59:58,2017-03-30 14:00:54,IP Address,X,2,103.6.159.129,100,55,True,2017-03-30 14:00:54,R_28UJ1CbcUfQ1XFl,,,,,12.983306884766,77.583312988281,anonymous,3,Family,"Appetizer,Main course,Dessert","Non-alcoholic beverages,Cocktails / mixed drinks",200,,,,,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,,,,,35,0,80
2017-03-30 13:59:41,2017-03-30 14:02:06,IP Address,,1,45.115.189.103,100,144,True,2017-03-30 14:02:06,R_1jiDZIGOekTsmdN,,,,,28.570007324219,77.320007324219,anonymous,18,"Friends,Spouse / significant other","Appetizer,Main course",Non-alcoholic beverages,20,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",0.5,Somewhat reasonable,,,,,,,,0,39.38,66
2017-03-30 14:02:52,2017-03-30 14:04:34,IP Address,X,3,47.148.160.150,100,102,True,2017-03-30 14:04:35,R_2dnEmiDiaDaFKdT,,,,,34.027297973633,-117.58779907227,anonymous,6,"Friends,Spouse / significant other,Family","Main course,Dessert",Water,35,Signature cocktail,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,15,Somewhat reasonable,,,,,,,,0,45.24,76
2017-03-30 14:04:18,2017-03-30 14:05:09,IP Address,X,3,47.148.160.150,100,50,True,2017-03-30 14:05:09,R_25LeoT409x8COuK,,,,,34.027297973633,-117.58779907227,anonymous,8,Family,"Main course,Dessert",Beer or cider,45,,,,,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,28,0,40
2017-03-30 14:07:30,2017-03-30 14:08:46,IP Address,,1,94.59.170.23,100,75,True,2017-03-30 14:08:47,R_3eeSiVQNBkqjABu,,,,,25.357299804688,55.403305053711,anonymous,3,"Spouse / significant other,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,44
2017-03-30 14:08:09,2017-03-30 14:09:49,IP Address,,1,107.77.204.110,100,99,True,2017-03-30 14:09:49,R_Rt9ik9rBTtfKY13,,,,,38.893295288086,-77.014602661133,anonymous,6,I eat alone,"Appetizer,Main course",Cocktails / mixed drinks,20,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",6,Somewhat reasonable,,,,,,,,0,36.24,2
2017-03-30 14:10:26,2017-03-30 14:12:54,IP Address,,1,68.50.83.253,100,147,True,2017-03-30 14:12:54,R_2BaJjeuwq8RYson,,,,,39.192306518555,-86.020698547363,anonymous,12,"Spouse / significant other,Family",Main course,Water,10,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2.88,Somewhat unreasonable,,,,,,,,0,20.16,66
2017-03-30 14:12:41,2017-03-30 14:14:22,IP Address,,1,184.89.164.187,100,101,True,2017-03-30 14:14:22,R_dmKZinfEpt3mVq1,,,,,28.665298461914,-81.418800354004,anonymous,8,"Friends,Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",18,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,,,,,26,0,82
2017-03-30 14:13:53,2017-03-30 14:15:18,IP Address,,1,205.156.136.229,100,85,True,2017-03-30 14:15:19,R_UWkdZuLRi06w4sp,,,,,41.600494384766,-93.609100341797,anonymous,6,"Spouse / significant other,Family","Appetizer,Main course","Water,Wine",35,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,4,Extremely reasonable,,,,,,,,0,29.92,40
2017-03-30 14:16:24,2017-03-30 14:17:31,IP Address,,1,70.44.52.191,100,67,True,2017-03-30 14:17:32,R_1d4FzxKgF3TM5G5,,,,,40.985900878906,-74.74210357666,anonymous,5,"Friends,Family",Main course,"Water,Beer or cider",25,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,,,,,26,0,74
2017-03-30 14:16:51,2017-03-30 14:18:55,IP Address,,1,186.167.248.38,100,124,True,2017-03-30 14:18:55,R_Qctdfl2yMugRXMJ,,,,,10.5,-66.916702270508,anonymous,9,"Friends,Spouse / significant other,Colleagues,Family,I eat alone",Main course,"Wine,Beer or cider,Cocktails / mixed drinks",30,Signature cocktail,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",34.24,Somewhat reasonable,,,,,,,,0,68.8,2
2017-03-30 14:18:01,2017-03-30 14:19:49,IP Address,,1,189.135.142.77,100,108,True,2017-03-30 14:19:49,R_3mlWgB38PpnoJiF,,,,,19.69580078125,-102.5286026001,anonymous,14,"Friends,Family","Appetizer,Main course,Dessert","Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",170,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,,,,,37,0,57
2017-03-30 14:19:01,2017-03-30 14:20:42,IP Address,,1,71.203.7.33,100,101,True,2017-03-30 14:20:43,R_3HAhI3c3xbC8lEu,,,,,26.977203369141,-82.155403137207,anonymous,5,Family,Main course,Water,10,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,,,,,26,0,74
2017-03-30 14:21:35,2017-03-30 14:22:41,IP Address,,1,192.198.253.242,100,65,True,2017-03-30 14:22:41,R_2eRNrMzTgf6k4ig,,,,,32.929901123047,-96.835296630859,anonymous,9,Friends,Main course,"Water,Beer or cider",30,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5,Somewhat unreasonable,,,,,,,,0,28.76,60
2017-03-30 14:23:26,2017-03-30 14:25:07,IP Address,,1,173.49.137.73,100,100,True,2017-03-30 14:25:07,R_1QoVS8thL5vIi9c,,,,,40.615203857422,-75.543701171875,anonymous,12,"Friends,Spouse / significant other,Colleagues,Family,I eat alone","Appetizer,Main course,Dessert","Non-alcoholic beverages,Wine,Beer or cider",18,,,,,One of our 5 national brand beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,,,,,40,0,59
2017-03-30 14:29:09,2017-03-30 14:30:18,IP Address,,1,47.184.61.56,100,68,True,2017-03-30 14:30:18,R_3m7t5znrpvl9em5,,,,,33.034103393555,-96.870498657227,anonymous,6,Spouse / significant other,Main course,Cocktails / mixed drinks,25,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",6,Somewhat reasonable,,,,,,,,0,33,88
2017-03-30 14:31:46,2017-03-30 14:34:23,IP Address,,1,122.178.86.11,100,156,True,2017-03-30 14:34:24,R_25TOODhsY3LpV2M,,,,,10.992492675781,76.961395263672,anonymous,12,Family,"Appetizer,Main course","Water,Non-alcoholic beverages,Cocktails / mixed drinks",200,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $18",2,Somewhat reasonable,,,,,,,,0,34.4,6
2017-03-30 14:32:44,2017-03-30 14:34:53,IP Address,,1,12.167.75.11,100,128,True,2017-03-30 14:34:53,R_Z8lkrdurkYwB51D,,,,,38.956298828125,-94.583801269531,anonymous,7,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Beer or cider",20,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,17
2017-03-30 14:33:27,2017-03-30 14:35:08,IP Address,,1,174.79.215.34,100,100,True,2017-03-30 14:35:08,R_r9IBILUUvM37FZL,,,,,36.060699462891,-95.806396484375,anonymous,2,"Spouse / significant other,Family",Appetizer,"Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",25,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,37,0,26
2017-03-30 14:37:21,2017-03-30 14:39:00,IP Address,,1,68.229.188.198,100,98,True,2017-03-30 14:39:00,R_2CJK2tzcHfWDd8B,,,,,41.117202758789,-96.061096191406,anonymous,2,"Spouse / significant other,Family",Main course,Water,18,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Somewhat reasonable,,,,,,,,0,25.6,26
2017-03-30 14:37:49,2017-03-30 14:39:01,IP Address,,1,196.102.20.44,100,72,True,2017-03-30 14:39:02,R_sMd1mPiefyFp9bX,,,,,1,38,anonymous,12,"Friends,Family","Appetizer,Main course,Dessert","Wine,Beer or cider",50,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,,,,,32,0,54
2017-03-30 14:38:44,2017-03-30 14:40:26,IP Address,,1,94.67.108.195,100,102,True,2017-03-30 14:40:27,R_1n1QMFLiBEkIYRU,,,,,40.64030456543,22.943893432617,anonymous,4,"Spouse / significant other,Colleagues","Main course,Dessert","Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",15,Red or white wine (from the wine list),"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat unreasonable,,,,,,,,0,38.48,13
2017-03-30 14:39:47,2017-03-30 14:41:08,IP Address,,1,66.68.248.244,100,81,True,2017-03-30 14:41:08,R_vAEFK9ApXDGSbwl,,,,,26.275894165039,-98.233001708984,anonymous,5,"Friends,Spouse / significant other,Family","Appetizer,Main course,Dessert","Water,Cocktails / mixed drinks",30,Signature cocktail,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2,Extremely reasonable,,,,,,,,0,32.24,77
2017-03-30 14:38:48,2017-03-30 14:41:15,IP Address,,1,107.196.48.255,100,147,True,2017-03-30 14:41:16,R_1dMEJjly4UJ4rOn,,,,,29.790802001953,-95.109100341797,anonymous,5,"Friends,Spouse / significant other,Colleagues,Family","Appetizer,Main course,Dessert","Water,Wine,Cocktails / mixed drinks",30,,,,,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,35,0,96
2017-03-30 14:44:31,2017-03-30 14:46:11,IP Address,,1,23.25.74.9,100,100,True,2017-03-30 14:46:11,R_21b50sWxLMJhXe4,,,,,40.430999755859,-79.922698974609,anonymous,7,"Friends,I eat alone",Main course,"Water,Beer or cider",15,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Somewhat unreasonable,,,,,,,,0,30.92,63
2017-03-30 14:42:35,2017-03-30 14:46:37,IP Address,,1,173.59.60.133,100,242,True,2017-03-30 14:46:37,R_3ozFXKuYyHz8OPt,,,,,40.040893554688,-75.637397766113,anonymous,2,"Friends,Spouse / significant other",Main course,"Water,Wine,Beer or cider,Cocktails / mixed drinks",20,,,,,One of our 5 national brand beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,,,,,38,0,83
2017-03-30 14:45:26,2017-03-30 14:46:41,IP Address,,1,68.56.204.154,100,75,True,2017-03-30 14:46:41,R_2wMlIOR5kH5AhLU,,,,,43.248596191406,-86.138298034668,anonymous,2,"Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,,,,,23,0,8
2017-03-30 14:42:27,2017-03-30 14:47:13,IP Address,,1,201.211.251.235,100,286,True,2017-03-30 14:47:14,R_9XjChTQrrFYDIRz,,,,,10.20329284668,-71.309997558594,anonymous,5,"Spouse / significant other,Family",Main course,Beer or cider,15,One of our 5 national brand beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Neither reasonable nor unreasonable,,,,,,,,0,38.48,76
2017-03-30 14:49:39,2017-03-30 14:52:04,IP Address,,1,73.163.4.174,100,144,True,2017-03-30 14:52:04,R_1mgxzqEZNuR3qyV,,,,,39.175796508789,-76.729797363281,anonymous,3,"Spouse / significant other,Family","Appetizer,Main course","Non-alcoholic beverages,Cocktails / mixed drinks",25,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",11.48,Somewhat unreasonable,,,,,,,,0,50.36,84
2017-03-30 14:50:03,2017-03-30 14:53:09,IP Address,,1,103.73.226.214,100,186,True,2017-03-30 14:53:09,R_pfSKlQHuQN0DLc5,,,,,23.791595458984,90.415191650391,anonymous,6,"Friends,Spouse / significant other,Family,I eat alone",Main course,"Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",120,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,32,0,5
2017-03-30 14:53:08,2017-03-30 14:54:17,IP Address,,1,106.51.27.34,100,69,True,2017-03-30 14:54:18,R_eLF9ey8b4cMys3T,,,,,12.983306884766,77.583312988281,anonymous,10,"Friends,Spouse / significant other",Main course,Beer or cider,70,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",6,Extremely reasonable,,,,,,,,0,34.08,12
2017-03-30 15:02:30,2017-03-30 15:05:03,IP Address,,1,190.36.221.156,100,152,True,2017-03-30 15:05:03,R_2Qs9jxSwjbWbtrS,,,,,10.121704101562,-66.771697998047,anonymous,12,"Friends,Colleagues,I eat alone","Appetizer,Main course,Dessert","Water,Cocktails / mixed drinks",35,,,,,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,,,,,45,0,54
2017-04-01 13:42:51,2017-04-01 13:44:17,Survey Preview,,0,,100,86,True,2017-04-01 13:44:18,R_3ENkmkhtrdZjM2y,,,,,39.964294433594,-75.144401550293,preview,4,Friends,Main course,Beer or cider,30,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",7,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,42.64,77
2017-04-03 20:03:04,2017-04-03 20:03:27,IP Address,X,11,73.66.219.203,100,22,True,2017-04-03 20:03:27,R_2727MAcN9dkrQUB,,,,,37.678298950195,-120.95010375977,anonymous,6,Family,Main course,Non-alcoholic beverages,20,,,,,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,Male,18-34,Strongly Agree,20,42,0,20
2017-04-03 20:03:39,2017-04-03 20:04:13,IP Address,X,11,73.66.219.203,100,33,True,2017-04-03 20:04:13,R_2BwzlNXidAjpNgN,,,,,37.678298950195,-120.95010375977,anonymous,4,"Friends,Family",Main course,Beer or cider,20,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,35.24,79
2017-04-03 20:05:02,2017-04-03 20:05:23,IP Address,X,11,73.66.219.203,100,20,True,2017-04-03 20:05:23,R_3mgxfsoOOvufcBp,,,,,37.678298950195,-120.95010375977,anonymous,3,"Spouse / significant other,Family",Main course,Cocktails / mixed drinks,20,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,20,32,0,73
2017-04-03 20:05:45,2017-04-03 20:06:32,IP Address,X,11,73.66.219.203,100,46,True,2017-04-03 20:06:32,R_3j3ARg8dthyMiWT,,,,,37.678298950195,-120.95010375977,anonymous,3,"Friends,Spouse / significant other",Main course,Cocktails / mixed drinks,20,Red or white wine (from the wine list),Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,42.8,12
2017-04-03 20:05:25,2017-04-03 20:07:15,IP Address,,1,172.112.206.174,100,109,True,2017-04-03 20:07:16,R_2WSb15T3sJB4eOl,,,,,33.710998535156,-118.043800354,anonymous,4,"Friends,Spouse / significant other","Appetizer,Main course","Water,Non-alcoholic beverages",30,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Male,18-34,Strongly Agree,20,31,0,45
2017-04-03 20:06:12,2017-04-03 20:07:21,IP Address,,1,158.83.73.130,100,69,True,2017-04-03 20:07:22,R_1nV19ExdMVZseIn,,,,,39.999694824219,-79.898300170898,anonymous,5,Friends,"Appetizer,Main course",Water,15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,24.44,75
2017-04-03 20:08:40,2017-04-03 20:09:21,IP Address,X,2,73.162.228.46,100,41,True,2017-04-03 20:09:22,R_1jp1cYDLV0lJlwM,,,,,37.282806396484,-121.83059692383,anonymous,4,"Friends,Spouse / significant other,Colleagues,Family","Appetizer,Main course,Dessert","Water,Wine,Cocktails / mixed drinks",15,,,,,Red or white wine (from the wine list),Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Neither reasonable nor unreasonable,Male,35-49,Strongly Agree,20,33,0,41
2017-04-03 20:08:01,2017-04-03 20:09:24,IP Address,,1,68.80.87.12,100,82,True,2017-04-03 20:09:25,R_3eeP02eBfuIZAmZ,,,,,40.070999145508,-75.125099182129,anonymous,5,"Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",18,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Male,18-34,Strongly Agree,18,21,0,41
2017-04-03 20:09:31,2017-04-03 20:10:27,IP Address,,1,148.74.8.215,100,55,True,2017-04-03 20:10:27,R_1li4jP0lO0yUIpF,,,,,40.809997558594,-72.849098205566,anonymous,16,Family,Main course,Non-alcoholic beverages,15,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely unreasonable,Male,35-49,Strongly Agree,5,33,0,8
2017-04-03 20:08:46,2017-04-03 20:10:27,IP Address,,1,173.90.210.15,100,100,True,2017-04-03 20:10:28,R_50I7jlplii6U5sl,,,,,42.066696166992,-80.166397094727,anonymous,2,Spouse / significant other,Main course,"Water,Beer or cider",30,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",4.32,Somewhat reasonable,,,,Female,18-34,Strongly Agree,25,0,30.24,84
2017-04-03 20:10:11,2017-04-03 20:12:38,IP Address,,1,174.65.7.190,100,146,True,2017-04-03 20:12:38,R_3h6kUYLpppINchW,,,,,32.716995239258,-116.99499511719,anonymous,1,"Spouse / significant other,Family","Main course,Dessert",Non-alcoholic beverages,35,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,Female,18-34,Strongly Agree,20,31,0,2
2017-04-03 20:08:40,2017-04-03 20:12:46,IP Address,,1,76.99.18.131,100,245,True,2017-04-03 20:12:46,R_2vjPNqB6bihtlix,,,,,39.968597412109,-75.176200866699,anonymous,9,Family,"Appetizer,Dessert",Non-alcoholic beverages,15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,1.1,Somewhat reasonable,,,,Female,35-49,Strongly Agree,15,0,18.38,41
2017-04-03 20:11:25,2017-04-03 20:12:51,IP Address,,1,47.145.72.168,100,85,True,2017-04-03 20:12:51,R_3rqR58zp70f4HPX,,,,,34.426605224609,-117.1450958252,anonymous,4,I eat alone,"Main course,Dessert",Water,20,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2,Somewhat reasonable,,,,Female,35-49,Strongly Agree,2,0,19.28,9
2017-04-03 20:14:23,2017-04-03 20:15:16,IP Address,,1,68.6.72.241,100,53,True,2017-04-03 20:15:17,R_UEBN7MNTynYzt4t,,,,,34.018402099609,-119.72520446777,anonymous,10,Friends,Main course,Water,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Male,18-34,Strongly Agree,15,21,0,31
2017-04-03 20:15:29,2017-04-03 20:16:46,IP Address,,1,69.112.207.56,100,76,True,2017-04-03 20:16:46,R_yDCTcG3kG9OpIZz,,,,,40.873199462891,-73.081199645996,anonymous,1,Family,"Appetizer,Main course","Water,Non-alcoholic beverages",30,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",6,Somewhat reasonable,,,,Female,18-34,Strongly Disagree,20,0,33,15
2017-04-03 20:14:40,2017-04-03 20:17:20,IP Address,,1,72.199.66.86,100,159,True,2017-04-03 20:17:20,R_7VfXlfQOKqvKDoB,,,,,32.636093139648,-117.05319976807,anonymous,7,"Friends,Family,I eat alone","Appetizer,Main course",Non-alcoholic beverages,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Extremely unreasonable,Male,18-34,Strongly Agree,15,21,0,31
2017-04-03 20:16:51,2017-04-03 20:18:56,IP Address,X,2,108.183.11.174,100,125,True,2017-04-03 20:18:57,R_3kv47PSh4iSeJeo,,,,,42.684906005859,-73.831802368164,anonymous,5,Spouse / significant other,"Appetizer,Main course",Non-alcoholic beverages,30,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",8,Extremely reasonable,,,,Female,35-49,Strongly Agree,18,0,35,89
